Respondent_ID,Age,Gender,Income_Level,Frequency_of_Consumption,Brand_Preference,Satisfaction_Level,Purchase_Location,Reason_for_Choice,Occasions_of_Buying,Most_Often_Consumed_Brand,Consumed_With,NPS_Score,Taste_Rating,Price_Rating,Packaging_Rating,Brand_Reputation_Rating,Availability_Rating,Sweetness_Rating,Fizziness_Rating
396,29,Non-Binary,Low,Weekly,Coke,Neutral,Other,Brand Loyalty,Other,Store Brand,With Colleagues,8,3,2,5,2,4,2,4
397,51,Prefer Not to Say,Middle,Daily,Other,Neutral,Supermarket,Availability,Work,RC Cola,Other,6,1,5,3,2,5,2,5
398,62,Female,Middle,Daily,Other,Dissatisfied,Vending Machine,Price,Travel,Store Brand,Alone,6,2,2,4,1,1,1,2
399,49,Prefer Not to Say,Middle,Weekly,Store Brand,Neutral,Supermarket,Other,Travel,Pepsi,With Colleagues,0,2,3,4,5,2,4,2
400,36,Male,Middle,Weekly,Pepsi,Dissatisfied,Online,Brand Loyalty,Work,Store Brand,With Friends,4,3,5,1,2,1,5,1
401,23,Female,Middle,Daily,Pepsi,Very Dissatisfied,Supermarket,Availability,Parties,Other,With Family,6,1,2,3,3,3,3,1
402,28,Prefer Not to Say,Low,Monthly,Pepsi,Neutral,Convenience Store,Taste,Home,Other,Alone,7,1,5,3,3,2,2,1
403,21,Non-Binary,High,Weekly,Coke,Neutral,Convenience Store,Brand Loyalty,Other,Coke,With Colleagues,9,1,1,4,4,3,4,3
404,51,Female,Middle,Weekly,Other,Neutral,Vending Machine,Other,Sports Events,RC Cola,With Friends,0,4,2,4,5,3,5,4
405,36,Female,Low,Rarely,Store Brand,Dissatisfied,Vending Machine,Brand Loyalty,Work,RC Cola,With Colleagues,4,5,1,1,5,5,4,2
406,49,Non-Binary,Middle,Never,Coke,Very Dissatisfied,Other,Availability,Parties,Store Brand,With Colleagues,1,5,3,4,5,3,3,5
407,44,Male,Low,Daily,Other,Satisfied,Supermarket,Price,Home,Pepsi,Alone,4,4,2,2,5,4,4,5
408,63,Prefer Not to Say,High,Monthly,Store Brand,Dissatisfied,Online,Brand Loyalty,Work,Store Brand,With Family,5,5,3,3,5,4,5,3
409,31,Male,High,Weekly,Store Brand,Very Dissatisfied,Other,Brand Loyalty,Work,Store Brand,Alone,3,2,4,1,5,5,4,1
410,29,Female,Low,Monthly,RC Cola,Very Dissatisfied,Online,Taste,Sports Events,Other,Alone,5,2,1,2,1,3,2,3
411,59,Prefer Not to Say,High,Rarely,Coke,Neutral,Convenience Store,Taste,Work,RC Cola,With Family,7,1,1,3,5,3,3,2
412,51,Female,Low,Monthly,RC Cola,Very Satisfied,Supermarket,Price,Sports Events,Other,With Friends,0,2,4,1,1,5,1,3
413,58,Non-Binary,Low,Monthly,Other,Very Satisfied,Convenience Store,Brand Loyalty,Other,Store Brand,Other,6,2,1,4,2,3,4,5
414,21,Non-Binary,High,Daily,Other,Satisfied,Supermarket,Price,Travel,Pepsi,With Friends,4,3,2,2,1,1,5,5
415,40,Male,Low,Monthly,Other,Satisfied,Convenience Store,Taste,Travel,Other,With Friends,6,1,4,1,3,1,2,2
416,38,Non-Binary,Low,Daily,Coke,Neutral,Convenience Store,Brand Loyalty,Other,RC Cola,With Family,1,1,1,1,2,5,1,3
417,41,Female,Middle,Monthly,Store Brand,Very Satisfied,Online,Price,Home,Other,With Friends,7,5,2,4,3,4,3,5
418,50,Prefer Not to Say,Middle,Daily,Coke,Very Satisfied,Supermarket,Price,Travel,Pepsi,Other,2,3,1,4,4,4,1,4
419,47,Male,Middle,Weekly,Store Brand,Satisfied,Convenience Store,Taste,Home,RC Cola,With Colleagues,6,5,2,4,4,3,4,4
420,64,Female,Middle,Never,RC Cola,Dissatisfied,Other,Taste,Work,Pepsi,Other,1,4,2,1,2,5,3,4
421,47,Non-Binary,Low,Rarely,Coke,Very Satisfied,Supermarket,Other,Travel,Store Brand,Other,5,4,5,5,4,4,4,5
422,59,Male,High,Weekly,RC Cola,Satisfied,Other,Price,Other,Store Brand,With Friends,4,3,3,3,2,5,5,3
423,59,Non-Binary,Low,Rarely,Store Brand,Very Dissatisfied,Convenience Store,Taste,Work,Store Brand,With Colleagues,2,4,1,5,3,5,1,5
424,29,Prefer Not to Say,High,Daily,Pepsi,Dissatisfied,Other,Availability,Travel,Coke,With Colleagues,10,4,4,1,3,2,1,1
425,25,Female,High,Never,Store Brand,Very Satisfied,Convenience Store,Availability,Home,Store Brand,With Friends,7,1,1,5,4,3,5,5
426,34,Non-Binary,Low,Daily,Store Brand,Very Satisfied,Supermarket,Availability,Other,RC Cola,With Colleagues,1,3,5,4,3,3,4,2
427,37,Male,Middle,Daily,Coke,Satisfied,Vending Machine,Other,Parties,Pepsi,With Friends,0,4,5,1,2,4,5,3
428,25,Male,High,Daily,Store Brand,Neutral,Convenience Store,Taste,Parties,Store Brand,With Family,7,4,2,4,5,5,1,3
429,39,Prefer Not to Say,Low,Daily,Coke,Satisfied,Convenience Store,Taste,Parties,Coke,With Friends,5,3,4,3,3,2,2,4
430,47,Male,High,Rarely,RC Cola,Dissatisfied,Online,Brand Loyalty,Restaurants,Store Brand,Alone,1,3,4,5,2,4,3,5
431,44,Male,Middle,Weekly,Other,Very Dissatisfied,Other,Price,Parties,Other,Alone,5,2,2,5,5,5,2,3
432,40,Prefer Not to Say,Low,Rarely,Coke,Very Satisfied,Other,Availability,Other,Pepsi,With Colleagues,10,2,5,1,5,3,1,2
433,53,Non-Binary,High,Never,Coke,Neutral,Online,Other,Sports Events,Store Brand,With Family,8,2,2,4,5,3,4,2
434,24,Female,High,Monthly,Other,Very Dissatisfied,Online,Availability,Other,Other,With Colleagues,8,5,4,1,1,3,2,4
435,19,Non-Binary,High,Rarely,RC Cola,Satisfied,Supermarket,Brand Loyalty,Work,Coke,Alone,0,4,4,4,1,1,3,2
436,26,Male,High,Monthly,Coke,Neutral,Online,Brand Loyalty,Travel,Coke,Alone,10,3,5,4,4,3,5,4
437,53,Prefer Not to Say,Low,Never,Other,Very Dissatisfied,Supermarket,Other,Other,Other,Other,8,3,2,2,2,4,5,3
438,40,Non-Binary,High,Monthly,Store Brand,Very Satisfied,Other,Price,Home,Coke,With Colleagues,7,2,3,4,3,4,4,2
439,47,Prefer Not to Say,High,Weekly,Coke,Very Satisfied,Other,Price,Home,Store Brand,Other,2,2,2,1,2,1,1,3
440,19,Non-Binary,High,Weekly,Coke,Neutral,Other,Taste,Restaurants,Other,With Friends,7,1,2,1,1,4,4,3
441,47,Non-Binary,High,Daily,Coke,Neutral,Supermarket,Brand Loyalty,Parties,Coke,With Colleagues,7,3,1,1,5,3,3,2
442,56,Male,Low,Rarely,RC Cola,Very Dissatisfied,Online,Taste,Travel,Store Brand,With Family,7,3,2,4,2,4,2,2
443,45,Non-Binary,Low,Daily,Store Brand,Dissatisfied,Vending Machine,Taste,Parties,Pepsi,With Friends,0,1,5,5,5,1,2,1
444,26,Prefer Not to Say,Middle,Monthly,Pepsi,Satisfied,Convenience Store,Price,Work,Pepsi,Other,9,2,4,2,4,5,4,1
445,47,Non-Binary,High,Daily,Other,Dissatisfied,Supermarket,Price,Sports Events,Store Brand,Alone,6,1,4,3,3,1,2,1
446,47,Non-Binary,Middle,Weekly,Coke,Satisfied,Supermarket,Brand Loyalty,Parties,Pepsi,With Family,3,2,4,2,2,2,2,2
447,36,Female,High,Never,Coke,Dissatisfied,Supermarket,Price,Parties,Coke,With Friends,5,2,1,1,4,2,1,1
448,25,Non-Binary,Middle,Never,Pepsi,Very Satisfied,Vending Machine,Availability,Sports Events,RC Cola,With Colleagues,1,5,2,4,2,4,3,1
449,56,Female,High,Rarely,RC Cola,Very Satisfied,Supermarket,Availability,Restaurants,Other,With Family,6,3,1,4,5,2,5,1
450,23,Female,High,Daily,Pepsi,Neutral,Vending Machine,Brand Loyalty,Parties,Coke,With Family,1,1,3,3,4,1,1,3
451,26,Male,Low,Monthly,Store Brand,Neutral,Supermarket,Availability,Work,Other,With Colleagues,0,5,4,1,1,1,4,5
452,36,Non-Binary,Low,Rarely,Store Brand,Very Dissatisfied,Other,Taste,Work,Pepsi,Alone,4,1,5,3,1,3,3,1
453,59,Male,Middle,Rarely,Pepsi,Satisfied,Convenience Store,Taste,Work,Other,Alone,9,2,3,2,5,5,3,5
454,51,Male,High,Rarely,Other,Very Satisfied,Other,Price,Home,Coke,With Friends,10,1,3,5,1,4,5,2
455,51,Male,High,Rarely,Pepsi,Very Satisfied,Online,Other,Sports Events,Coke,With Friends,0,5,4,3,3,2,4,4
456,55,Prefer Not to Say,Low,Monthly,Other,Satisfied,Convenience Store,Other,Other,Other,With Colleagues,7,1,2,3,3,2,1,3
457,37,Non-Binary,High,Daily,Other,Very Dissatisfied,Supermarket,Price,Travel,RC Cola,Other,6,1,2,1,4,1,1,2
458,38,Male,Middle,Weekly,Store Brand,Dissatisfied,Supermarket,Availability,Travel,Other,Alone,6,1,5,5,1,1,4,5
459,37,Female,High,Rarely,Coke,Satisfied,Convenience Store,Availability,Home,Pepsi,With Friends,3,3,4,5,1,5,5,4
460,59,Non-Binary,Low,Weekly,Coke,Neutral,Online,Other,Other,Other,With Family,8,3,4,2,2,4,2,5
461,18,Female,Middle,Rarely,Other,Very Dissatisfied,Other,Availability,Restaurants,Other,Other,5,3,5,1,5,2,3,1
462,54,Male,Low,Daily,RC Cola,Satisfied,Online,Price,Parties,RC Cola,Alone,10,2,1,2,3,4,5,1
463,31,Male,Middle,Weekly,Other,Neutral,Other,Taste,Travel,Other,With Friends,10,1,5,5,3,3,4,1
464,35,Non-Binary,Middle,Weekly,Other,Satisfied,Online,Price,Work,Other,With Friends,9,1,4,2,5,2,4,5
465,51,Female,Middle,Monthly,Store Brand,Very Satisfied,Vending Machine,Brand Loyalty,Work,Other,Other,10,4,3,2,5,3,1,4
466,60,Female,Low,Weekly,Store Brand,Satisfied,Supermarket,Other,Work,Other,With Friends,6,3,2,1,1,4,4,2
467,52,Non-Binary,Low,Weekly,Other,Dissatisfied,Convenience Store,Taste,Work,Pepsi,With Friends,10,3,1,1,3,4,4,2
468,55,Non-Binary,Low,Monthly,RC Cola,Very Dissatisfied,Vending Machine,Taste,Work,Coke,Other,3,1,1,1,2,2,2,1
469,30,Non-Binary,High,Rarely,Other,Dissatisfied,Vending Machine,Taste,Other,Pepsi,With Colleagues,6,1,2,5,5,1,3,4
470,53,Prefer Not to Say,High,Weekly,RC Cola,Neutral,Supermarket,Availability,Restaurants,Other,With Colleagues,2,4,3,5,4,2,4,2
471,27,Female,Low,Daily,Pepsi,Very Satisfied,Supermarket,Brand Loyalty,Parties,RC Cola,With Friends,3,5,4,1,1,4,5,3
472,55,Female,Low,Never,RC Cola,Satisfied,Vending Machine,Availability,Home,Store Brand,Alone,4,1,2,2,3,4,4,4
473,40,Female,Low,Weekly,Other,Neutral,Supermarket,Taste,Travel,Pepsi,With Family,9,1,3,5,5,1,2,5
474,37,Male,Middle,Rarely,RC Cola,Neutral,Vending Machine,Other,Other,Other,Other,8,2,1,4,2,4,5,2
475,50,Non-Binary,Middle,Monthly,Coke,Dissatisfied,Other,Availability,Other,Store Brand,With Family,2,1,3,1,2,3,1,4
476,39,Female,High,Weekly,Pepsi,Dissatisfied,Convenience Store,Price,Sports Events,RC Cola,Alone,7,3,1,2,5,5,1,2
477,45,Male,High,Weekly,Pepsi,Satisfied,Supermarket,Brand Loyalty,Other,Coke,Alone,3,3,4,4,1,3,1,3
478,34,Female,High,Monthly,RC Cola,Dissatisfied,Convenience Store,Brand Loyalty,Parties,RC Cola,With Friends,0,5,2,5,3,2,1,1
479,57,Non-Binary,High,Weekly,Store Brand,Very Dissatisfied,Supermarket,Availability,Other,Pepsi,With Family,2,5,3,3,4,1,1,1
480,37,Female,Middle,Monthly,Other,Dissatisfied,Supermarket,Other,Travel,Other,With Family,10,3,3,4,5,4,4,2
481,47,Male,Middle,Never,Coke,Neutral,Convenience Store,Taste,Other,Store Brand,With Family,0,2,2,2,4,5,1,4
482,18,Non-Binary,High,Monthly,Coke,Satisfied,Convenience Store,Availability,Other,Other,Other,0,2,5,1,2,5,2,4
483,60,Female,Middle,Monthly,Pepsi,Satisfied,Convenience Store,Price,Sports Events,Coke,With Family,8,2,1,5,1,5,2,4
484,57,Non-Binary,Low,Never,Store Brand,Dissatisfied,Online,Availability,Parties,Store Brand,Other,6,5,5,3,4,1,5,2
485,44,Male,High,Monthly,Coke,Dissatisfied,Other,Availability,Work,RC Cola,Other,2,5,1,4,1,4,2,4
486,30,Male,Low,Weekly,Pepsi,Very Satisfied,Online,Taste,Home,RC Cola,Alone,1,4,4,4,5,3,5,3
487,41,Prefer Not to Say,Middle,Weekly,Store Brand,Dissatisfied,Supermarket,Other,Work,Other,Other,0,1,5,3,5,1,4,4
488,47,Non-Binary,Middle,Monthly,RC Cola,Neutral,Supermarket,Brand Loyalty,Sports Events,Store Brand,Other,8,3,2,1,2,1,2,2
489,43,Male,High,Rarely,Store Brand,Very Dissatisfied,Other,Taste,Restaurants,Pepsi,With Friends,2,5,2,3,2,5,2,5
490,32,Male,Low,Daily,Coke,Dissatisfied,Convenience Store,Availability,Sports Events,RC Cola,With Friends,9,4,5,5,3,4,2,2
491,56,Male,Middle,Never,Pepsi,Very Satisfied,Other,Brand Loyalty,Sports Events,RC Cola,With Colleagues,4,5,2,4,3,3,1,4
492,20,Prefer Not to Say,High,Daily,Coke,Very Satisfied,Convenience Store,Other,Sports Events,RC Cola,With Friends,2,4,5,1,5,4,5,2
493,20,Prefer Not to Say,Low,Monthly,RC Cola,Very Dissatisfied,Vending Machine,Brand Loyalty,Work,RC Cola,With Friends,4,5,3,5,3,5,4,1
494,38,Male,Low,Daily,Coke,Very Dissatisfied,Vending Machine,Taste,Home,Pepsi,Alone,2,3,2,4,3,1,5,2
495,34,Non-Binary,Low,Monthly,Other,Very Dissatisfied,Other,Availability,Sports Events,Pepsi,Other,7,4,3,3,5,1,3,3
496,57,Male,Middle,Rarely,Store Brand,Dissatisfied,Other,Taste,Parties,Other,With Family,1,4,1,2,1,5,1,3
497,42,Female,Middle,Daily,Coke,Dissatisfied,Convenience Store,Price,Parties,Store Brand,Alone,6,4,4,4,5,5,3,2
498,50,Female,Middle,Monthly,Pepsi,Very Satisfied,Other,Other,Work,Coke,With Friends,10,4,5,5,4,1,5,3
499,56,Female,Middle,Weekly,Store Brand,Very Satisfied,Convenience Store,Other,Restaurants,Pepsi,Other,1,1,3,5,5,4,3,1
500,37,Male,Low,Weekly,Other,Satisfied,Vending Machine,Brand Loyalty,Parties,Other,Other,1,3,1,5,4,5,1,5
501,55,Male,Low,Daily,Other,Dissatisfied,Vending Machine,Other,Restaurants,Other,With Colleagues,1,5,3,1,5,2,1,3
502,49,Male,Middle,Daily,Pepsi,Satisfied,Online,Taste,Home,Other,Alone,8,5,2,1,4,3,3,1
503,48,Non-Binary,High,Rarely,Coke,Satisfied,Vending Machine,Other,Work,Other,With Friends,6,4,4,1,1,2,1,1
504,27,Prefer Not to Say,Low,Rarely,Coke,Very Dissatisfied,Online,Brand Loyalty,Work,Pepsi,With Friends,2,2,5,5,1,4,2,5
505,51,Non-Binary,Low,Weekly,RC Cola,Neutral,Other,Price,Travel,Other,With Friends,3,5,4,3,5,4,1,1
506,31,Male,Low,Daily,Coke,Satisfied,Supermarket,Other,Sports Events,RC Cola,Other,5,2,5,2,4,4,4,5
507,44,Male,Low,Monthly,RC Cola,Very Dissatisfied,Supermarket,Taste,Sports Events,Other,With Colleagues,10,5,4,3,4,5,2,2
508,34,Female,Low,Weekly,RC Cola,Very Satisfied,Vending Machine,Brand Loyalty,Sports Events,Coke,Alone,6,4,1,2,1,1,4,1
509,31,Prefer Not to Say,Low,Daily,Store Brand,Very Dissatisfied,Vending Machine,Availability,Travel,Store Brand,Other,0,1,4,2,1,5,1,2
510,28,Female,High,Never,Other,Dissatisfied,Convenience Store,Other,Work,Pepsi,Alone,1,5,2,2,2,1,5,2
511,31,Female,High,Weekly,Store Brand,Dissatisfied,Convenience Store,Availability,Other,RC Cola,Other,9,4,2,2,4,2,3,5
512,53,Male,High,Monthly,Pepsi,Satisfied,Supermarket,Price,Work,Coke,With Colleagues,5,1,5,4,2,3,3,5
513,20,Male,Middle,Daily,Other,Neutral,Online,Price,Travel,Pepsi,Other,4,1,4,3,5,4,3,4
514,57,Female,Middle,Weekly,Coke,Neutral,Other,Other,Parties,Pepsi,With Family,7,2,5,3,3,5,3,2
515,54,Female,High,Monthly,RC Cola,Very Satisfied,Vending Machine,Taste,Work,RC Cola,Alone,4,3,1,5,1,3,3,4
516,49,Prefer Not to Say,Middle,Weekly,Coke,Neutral,Convenience Store,Other,Work,Other,Alone,2,4,1,3,1,5,2,1
517,51,Non-Binary,High,Daily,Coke,Neutral,Online,Availability,Other,Other,Alone,3,1,3,5,4,1,3,4
518,22,Prefer Not to Say,Middle,Monthly,Coke,Neutral,Online,Price,Other,Store Brand,With Friends,6,2,1,2,2,1,3,2
519,56,Male,Low,Daily,Other,Dissatisfied,Other,Price,Restaurants,Coke,Other,3,2,4,2,1,4,4,3
520,51,Female,High,Weekly,Store Brand,Very Satisfied,Other,Taste,Home,Store Brand,Alone,4,5,2,2,1,1,5,5
521,29,Female,Middle,Daily,Pepsi,Dissatisfied,Online,Other,Sports Events,Store Brand,With Colleagues,4,2,4,4,2,1,2,2
522,30,Female,High,Weekly,Other,Very Dissatisfied,Convenience Store,Other,Sports Events,RC Cola,With Friends,6,3,5,5,1,1,3,5
523,29,Female,Middle,Daily,Pepsi,Dissatisfied,Supermarket,Price,Travel,Pepsi,Other,3,5,2,5,3,3,4,4
524,25,Prefer Not to Say,Low,Monthly,Pepsi,Neutral,Vending Machine,Taste,Sports Events,Pepsi,With Family,0,3,5,2,4,5,1,4
525,50,Female,High,Rarely,RC Cola,Very Dissatisfied,Convenience Store,Availability,Restaurants,Pepsi,With Family,8,1,5,5,4,3,5,2
526,58,Male,Low,Never,Pepsi,Very Satisfied,Supermarket,Taste,Work,Store Brand,With Friends,6,5,2,1,1,2,3,3
527,50,Non-Binary,Low,Daily,Other,Satisfied,Convenience Store,Brand Loyalty,Parties,Coke,With Family,4,5,1,4,5,3,3,3
528,39,Male,Low,Monthly,Coke,Neutral,Online,Brand Loyalty,Sports Events,Coke,With Friends,0,1,2,3,1,1,4,1
529,37,Male,Low,Weekly,Coke,Satisfied,Online,Brand Loyalty,Sports Events,Store Brand,With Colleagues,8,3,4,5,1,3,4,1
530,45,Female,High,Monthly,Coke,Very Dissatisfied,Vending Machine,Brand Loyalty,Work,Other,Alone,6,4,2,5,3,3,3,2
531,49,Prefer Not to Say,Middle,Daily,Store Brand,Satisfied,Online,Availability,Travel,Coke,With Colleagues,7,3,5,3,1,2,5,4
532,53,Male,Low,Daily,Pepsi,Satisfied,Supermarket,Other,Sports Events,Store Brand,With Friends,6,3,4,5,2,3,1,1
533,52,Female,High,Rarely,RC Cola,Very Satisfied,Online,Taste,Work,Pepsi,With Colleagues,1,1,3,3,2,5,5,1
534,30,Prefer Not to Say,High,Rarely,RC Cola,Neutral,Convenience Store,Availability,Work,Other,With Colleagues,8,1,2,3,1,5,4,3
535,34,Non-Binary,Middle,Daily,Store Brand,Neutral,Other,Brand Loyalty,Work,Store Brand,With Friends,1,4,2,3,1,3,5,4
536,31,Male,High,Rarely,Store Brand,Very Satisfied,Convenience Store,Price,Parties,RC Cola,With Colleagues,2,1,2,5,3,3,5,4
537,41,Male,Middle,Weekly,Store Brand,Neutral,Other,Availability,Restaurants,Store Brand,Other,0,4,3,4,3,1,5,1
538,35,Prefer Not to Say,Low,Weekly,Coke,Dissatisfied,Online,Taste,Work,RC Cola,Other,7,4,4,3,1,1,2,1
539,45,Non-Binary,Middle,Never,Other,Neutral,Other,Price,Work,Store Brand,With Family,10,4,3,3,5,5,4,2
540,49,Prefer Not to Say,Low,Monthly,RC Cola,Very Dissatisfied,Online,Taste,Other,Store Brand,With Colleagues,9,2,2,1,4,1,1,5
541,27,Prefer Not to Say,Middle,Never,Other,Very Satisfied,Vending Machine,Price,Home,Store Brand,With Colleagues,1,4,1,2,5,1,1,4
542,23,Female,Low,Never,Other,Very Satisfied,Convenience Store,Other,Travel,RC Cola,Other,5,3,1,5,3,1,4,1
543,24,Female,Low,Daily,Pepsi,Neutral,Other,Other,Restaurants,RC Cola,With Colleagues,6,1,4,1,1,3,1,5
544,21,Male,Low,Daily,Store Brand,Neutral,Convenience Store,Availability,Restaurants,Pepsi,With Family,9,5,5,5,4,5,2,4
545,29,Prefer Not to Say,Middle,Rarely,Other,Satisfied,Convenience Store,Price,Travel,Coke,Other,9,5,5,2,1,2,5,4
546,34,Female,Low,Never,Coke,Dissatisfied,Vending Machine,Brand Loyalty,Restaurants,Coke,With Friends,5,4,2,2,1,5,4,2
547,45,Female,High,Daily,Other,Very Satisfied,Vending Machine,Other,Travel,Pepsi,Alone,7,4,2,4,4,4,2,2
548,33,Prefer Not to Say,Middle,Never,RC Cola,Very Dissatisfied,Supermarket,Price,Other,Other,With Friends,1,1,5,1,1,2,2,4
549,34,Prefer Not to Say,High,Rarely,RC Cola,Neutral,Supermarket,Availability,Other,Coke,Alone,7,1,4,2,1,2,2,5
550,35,Male,Low,Monthly,Store Brand,Very Satisfied,Online,Price,Work,Other,With Friends,2,5,1,4,3,2,4,2
551,35,Male,Low,Rarely,RC Cola,Dissatisfied,Vending Machine,Other,Sports Events,Pepsi,With Friends,8,4,5,1,5,4,1,1
552,21,Non-Binary,High,Daily,RC Cola,Very Satisfied,Online,Taste,Parties,Other,Alone,10,3,3,4,5,3,3,5
553,49,Female,Low,Never,Pepsi,Satisfied,Other,Brand Loyalty,Work,Other,With Family,2,5,4,1,3,2,1,4
554,38,Female,High,Daily,Store Brand,Neutral,Supermarket,Taste,Restaurants,Store Brand,With Friends,3,5,5,4,4,1,4,4
555,35,Non-Binary,Middle,Weekly,Other,Satisfied,Supermarket,Availability,Other,RC Cola,With Friends,2,2,1,1,4,4,3,2
556,64,Female,Middle,Rarely,Store Brand,Very Dissatisfied,Convenience Store,Other,Home,RC Cola,With Colleagues,5,3,3,2,1,3,2,1
557,20,Prefer Not to Say,Middle,Daily,Pepsi,Very Dissatisfied,Online,Price,Travel,RC Cola,With Family,2,2,2,1,3,3,3,5
558,64,Non-Binary,Low,Weekly,Other,Neutral,Other,Taste,Parties,Coke,Alone,9,2,3,4,5,4,3,5
559,58,Prefer Not to Say,Low,Rarely,Coke,Very Dissatisfied,Online,Brand Loyalty,Work,Other,Other,3,5,3,2,3,1,1,1
560,60,Non-Binary,Middle,Never,Other,Neutral,Convenience Store,Taste,Travel,Store Brand,With Family,4,2,2,4,2,3,5,3
561,61,Female,Middle,Weekly,Coke,Neutral,Other,Price,Sports Events,Other,Other,0,4,3,3,3,2,2,3
562,46,Female,High,Weekly,Other,Neutral,Online,Price,Home,Pepsi,With Family,8,4,4,2,2,5,5,2
563,49,Prefer Not to Say,High,Monthly,Store Brand,Dissatisfied,Vending Machine,Price,Restaurants,Other,Other,4,5,5,5,1,2,3,5
564,63,Female,High,Rarely,RC Cola,Very Dissatisfied,Online,Brand Loyalty,Other,Other,With Friends,9,1,1,5,5,5,3,2
565,55,Prefer Not to Say,Middle,Weekly,Coke,Dissatisfied,Vending Machine,Brand Loyalty,Other,Store Brand,With Family,0,2,2,3,2,5,3,3
566,42,Female,Middle,Weekly,Pepsi,Neutral,Supermarket,Availability,Sports Events,Other,With Friends,5,1,2,4,3,4,5,1
567,53,Male,Middle,Weekly,Other,Very Dissatisfied,Other,Other,Work,Store Brand,Other,8,4,3,1,4,4,5,3
568,62,Male,Middle,Weekly,Other,Satisfied,Other,Other,Parties,Other,Alone,1,3,3,4,4,5,4,4
569,50,Female,Low,Never,Store Brand,Satisfied,Online,Availability,Travel,RC Cola,With Friends,7,4,4,4,1,1,3,4
570,37,Female,High,Daily,Pepsi,Dissatisfied,Other,Taste,Sports Events,Other,With Friends,8,4,1,2,1,3,3,3
571,22,Prefer Not to Say,High,Weekly,Coke,Neutral,Vending Machine,Other,Sports Events,Coke,Other,10,4,3,4,2,5,4,5
572,54,Female,Low,Daily,Store Brand,Dissatisfied,Other,Availability,Travel,Pepsi,Alone,0,2,3,2,5,3,5,4
573,29,Prefer Not to Say,High,Never,Other,Neutral,Vending Machine,Brand Loyalty,Work,Store Brand,With Colleagues,2,1,5,2,3,1,4,1
574,42,Prefer Not to Say,High,Rarely,Pepsi,Neutral,Other,Other,Travel,RC Cola,With Family,2,2,4,4,3,5,3,1
575,35,Male,High,Monthly,Other,Very Dissatisfied,Supermarket,Taste,Home,Pepsi,With Colleagues,3,1,4,3,2,2,5,1
576,33,Prefer Not to Say,High,Monthly,Pepsi,Very Satisfied,Online,Taste,Other,Pepsi,Alone,5,4,5,3,5,3,4,2
577,49,Male,Middle,Monthly,Other,Dissatisfied,Supermarket,Price,Home,Pepsi,With Family,5,4,3,3,5,1,5,5
578,45,Male,Low,Never,Other,Dissatisfied,Vending Machine,Taste,Restaurants,Coke,With Family,0,3,2,2,1,2,2,5
579,34,Female,High,Never,Pepsi,Dissatisfied,Online,Brand Loyalty,Parties,Pepsi,With Colleagues,2,3,1,5,4,3,5,1
580,21,Non-Binary,Middle,Daily,Coke,Neutral,Supermarket,Availability,Other,Pepsi,With Friends,2,3,2,5,1,3,3,1
581,19,Female,High,Monthly,Store Brand,Very Dissatisfied,Convenience Store,Availability,Restaurants,Other,With Colleagues,0,4,2,5,2,4,5,2
582,45,Non-Binary,Low,Never,Other,Neutral,Other,Availability,Sports Events,Store Brand,Other,7,3,2,5,5,3,3,5
583,56,Male,Middle,Rarely,Coke,Very Dissatisfied,Other,Brand Loyalty,Restaurants,Store Brand,Alone,4,2,4,1,3,4,4,3
584,46,Female,High,Monthly,Store Brand,Very Satisfied,Other,Taste,Parties,Store Brand,Alone,9,4,1,2,2,4,5,4
585,39,Non-Binary,High,Weekly,RC Cola,Dissatisfied,Online,Other,Work,Pepsi,Other,6,3,2,3,5,3,2,5
586,29,Female,Middle,Never,Other,Dissatisfied,Vending Machine,Price,Home,RC Cola,With Family,6,4,2,3,3,3,4,5
587,27,Prefer Not to Say,Low,Weekly,RC Cola,Very Dissatisfied,Supermarket,Taste,Travel,Pepsi,With Family,6,5,5,4,4,5,1,2
588,46,Non-Binary,Low,Daily,Other,Dissatisfied,Convenience Store,Other,Work,Store Brand,With Colleagues,3,2,1,3,1,1,3,4
589,43,Non-Binary,High,Weekly,Pepsi,Satisfied,Vending Machine,Taste,Sports Events,RC Cola,Other,8,5,4,2,1,1,3,3
590,42,Male,High,Never,RC Cola,Very Dissatisfied,Online,Taste,Parties,Store Brand,With Colleagues,10,1,2,3,2,1,2,5
591,53,Non-Binary,High,Never,RC Cola,Satisfied,Vending Machine,Taste,Parties,Store Brand,With Colleagues,0,2,3,2,2,3,4,4
592,44,Female,Middle,Daily,RC Cola,Satisfied,Vending Machine,Availability,Other,RC Cola,With Friends,7,3,3,5,4,1,2,2
593,44,Male,Middle,Monthly,Pepsi,Satisfied,Convenience Store,Availability,Home,Other,With Friends,7,4,2,5,4,4,4,5
594,49,Female,High,Weekly,Other,Neutral,Other,Taste,Sports Events,Other,Alone,7,3,4,1,1,5,4,5
595,58,Non-Binary,Middle,Weekly,Coke,Satisfied,Supermarket,Availability,Work,Other,With Friends,8,3,5,2,1,4,2,4
596,44,Non-Binary,Middle,Weekly,RC Cola,Very Satisfied,Supermarket,Price,Restaurants,Store Brand,With Family,8,2,1,5,1,1,5,4
597,38,Male,High,Monthly,Other,Very Dissatisfied,Convenience Store,Other,Work,Store Brand,Alone,9,4,5,2,2,4,2,5
